county,latitude,longitude,crop_name,soil_pH,nitrogen,phosphorus,potassium,organic_carbon,calcium,magnesium,target_fertilizer,rich_advice_text
Uasin Gishu,0.5143,35.2697,Maize,4.68,0.14,20.0,0.36,1.34,1.8,1.55,NPK 23:23:0,"All plots have similar soil fertility status. The soil pH acidic for crops' growth. Nitrogen, phosphorus and calcium are deficient. Soil organic matter content should be improved. 
Maize: To raise soil pH and calcium content apply through broadcasting 300 kg/acre of agricultural lime 3-4 weeks before planting. At land preparation apply 2-4 tons/acre of well decomposed manure or compost. Mix well with the soil. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 80 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,4.67,0.13,30.0,0.3,1.23,1.4,1.75,NPK 23:23:0,"All plots have similar soil fertility status. The soil pH acidic for crops' growth. Nitrogen, phosphorus and calcium are deficient. Soil organic matter content should be improved. 
Maize: To raise soil pH and calcium content apply through broadcasting 300 kg/acre of agricultural lime 3-4 weeks before planting. At land preparation apply 2-4 tons/acre of well decomposed manure or compost. Mix well with the soil. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 80 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,4.64,0.15,25.0,0.4,1.35,1.8,1.9,NPK 23:23:0,"All plots have similar soil fertility status. The soil pH acidic for crops' growth. Nitrogen, phosphorus and calcium are deficient. Soil organic matter content should be improved. 
Maize: To raise soil pH and calcium content apply through broadcasting 300 kg/acre of agricultural lime 3-4 weeks before planting. At land preparation apply 2-4 tons/acre of well decomposed manure or compost. Mix well with the soil. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 80 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,4.64,0.14,25.0,0.44,1.42,1.8,2.46,NPK 23:23:0,"All plots have similar soil fertility status. The soil pH acidic for crops' growth. Nitrogen, phosphorus and calcium are deficient. Soil organic matter content should be improved. 
Maize: To raise soil pH and calcium content apply through broadcasting 300 kg/acre of agricultural lime 3-4 weeks before planting. At land preparation apply 2-4 tons/acre of well decomposed manure or compost. Mix well with the soil. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 80 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,5.09,0.17,30.0,1.2,1.59,3.9,2.5,NPK 23:23:0,"All plots have similar soil fertility status. The soil pH acidic for crops' growth. Nitrogen and phosphorus are deficient. Soil organic matter content should be improved. 
Maize: To raise soil pH content apply through broadcasting 300 kg/acre of agricultural lime 3-4 weeks before planting. At land preparation apply 2 tons/acre of well decomposed manure or compost. Mix well with the soil. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 80 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,4.76,0.16,25.0,1.0,1.5,3.3,3.0,NPK 23:23:0,"All plots have similar soil fertility status. The soil pH acidic for crops' growth. Nitrogen and phosphorus are deficient. Soil organic matter content should be improved. 
Maize: To raise soil pH content apply through broadcasting 300 kg/acre of agricultural lime 3-4 weeks before planting. At land preparation apply 2 tons/acre of well decomposed manure or compost. Mix well with the soil. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 80 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,4.98,0.15,25.0,0.62,1.42,2.5,2.98,NPK 23:23:0,"All plots have similar soil fertility status. The soil pH acidic for crops' growth. Nitrogen and phosphorus are deficient. Soil organic matter content should be improved. 
Maize: To raise soil pH content apply through broadcasting 300 kg/acre of agricultural lime 3-4 weeks before planting. At land preparation apply 2 tons/acre of well decomposed manure or compost. Mix well with the soil. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 80 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,4.79,0.15,30.0,0.44,1.43,1.8,2.57,NPK 23:23:0,"All plots have similar soil fertility status. The soil pH acidic for crops' growth. Nitrogen and phosphorus are deficient. Soil organic matter content should be improved. 
Maize: To raise soil pH content apply through broadcasting 300 kg/acre of agricultural lime 3-4 weeks before planting. At land preparation apply 2 tons/acre of well decomposed manure or compost. Mix well with the soil. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 80 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,4.68,0.16,35.0,0.38,1.52,2.0,2.5,NPK 23:23:0,"All plots have similar soil fertility status. The soil pH acidic for crops' growth. Nitrogen and calcium are deficient. Phosphorus is at deficiency threshold level. Soil organic matter content should be improved. 
Maize: To raise soil pH and calcium content apply through broadcasting 300 kg/acre of agricultural lime 3-4 weeks before planting. At land preparation apply 2 tons/acre of well decomposed manure or compost. Mix well with the soil. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 80 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,4.84,0.14,35.0,0.32,1.33,1.4,2.75,NPK 23:23:0,"All plots have similar soil fertility status. The soil pH acidic for crops' growth. Nitrogen and calcium are deficient. Phosphorus is at deficiency threshold level. Soil organic matter content should be improved. 
Maize: To raise soil pH and calcium content apply through broadcasting 300 kg/acre of agricultural lime 3-4 weeks before planting. At land preparation apply 2 tons/acre of well decomposed manure or compost. Mix well with the soil. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 80 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,4.82,0.15,35.0,0.58,1.44,2.4,2.83,NPK 23:23:0,"All plots have similar soil fertility status. The soil pH acidic for crops' growth. Nitrogen and calcium are deficient. Phosphorus is at deficiency threshold level. Soil organic matter content should be improved. 
Maize: To raise soil pH and calcium content apply through broadcasting 300 kg/acre of agricultural lime 3-4 weeks before planting. At land preparation apply 2 tons/acre of well decomposed manure or compost. Mix well with the soil. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 80 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,5.31,0.16,30.0,1.08,1.53,3.7,2.95,NPK 23:23:0,"All plots have similar soil fertility status. The soil pH acidic for crops' growth. Nitrogen and calcium are deficient. Phosphorus is at deficiency threshold level. Soil organic matter content should be improved. 
Maize: To raise soil pH and calcium content apply through broadcasting 300 kg/acre of agricultural lime 3-4 weeks before planting. At land preparation apply 2 tons/acre of well decomposed manure or compost. Mix well with the soil. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 80 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,4.69,0.16,35.0,0.36,1.58,1.6,2.59,NPK 23:23:0,"All plots have similar soil fertility status. The soil pH acidic for crops' growth. Nitrogen, phosphorus and calcium are deficient. Soil organic matter content should be improved. 
Maize: To raise soil pH and calcium content apply through broadcasting 300 kg/acre of agricultural lime 3-4 weeks before planting. At land preparation apply 2 tons/acre of well decomposed manure or compost. Mix well with the soil. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 80 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,4.89,0.15,30.0,0.38,1.45,1.6,2.57,NPK 23:23:0,"All plots have similar soil fertility status. The soil pH acidic for crops' growth. Nitrogen, phosphorus and calcium are deficient. Soil organic matter content should be improved. 
Maize: To raise soil pH and calcium content apply through broadcasting 300 kg/acre of agricultural lime 3-4 weeks before planting. At land preparation apply 2 tons/acre of well decomposed manure or compost. Mix well with the soil. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 80 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,4.96,0.16,25.0,0.32,1.51,1.6,2.53,NPK 23:23:0,"All plots have similar soil fertility status. The soil pH acidic for crops' growth. Nitrogen, phosphorus and calcium are deficient. Soil organic matter content should be improved. 
Maize: To raise soil pH and calcium content apply through broadcasting 300 kg/acre of agricultural lime 3-4 weeks before planting. At land preparation apply 2 tons/acre of well decomposed manure or compost. Mix well with the soil. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 80 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,4.66,0.15,30.0,0.3,1.47,1.2,2.55,NPK 23:23:0,"All plots have similar soil fertility status. The soil pH acidic for crops' growth. Nitrogen, phosphorus and calcium are deficient. Soil organic matter content should be improved. 
Maize: To raise soil pH and calcium content apply through broadcasting 300 kg/acre of agricultural lime 3-4 weeks before planting. At land preparation apply 2 tons/acre of well decomposed manure or compost. Mix well with the soil. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 80 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,4.82,0.13,25.0,0.3,1.33,1.2,2.49,NPK 23:23:0,"All plots have similar soil fertility status. The soil pH acidic for crops' growth. Nitrogen, phosphorus and calcium are deficient. Soil organic matter content should be improved. 
Maize: To raise soil pH and calcium content apply through broadcasting 300 kg/acre of agricultural lime 3-4 weeks before planting. At land preparation apply 2 tons/acre of well decomposed manure or compost. Mix well with the soil. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 80 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,4.95,0.14,30.0,0.24,1.37,1.2,2.68,NPK 23:23:0,"All plots have similar soil fertility status. The soil pH acidic for crops' growth. Nitrogen, phosphorus and calcium are deficient. Soil organic matter content should be improved. 
Maize: To raise soil pH and calcium content apply through broadcasting 300 kg/acre of agricultural lime 3-4 weeks before planting. At land preparation apply 2 tons/acre of well decomposed manure or compost. Mix well with the soil. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 80 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,4.73,0.16,30.0,0.28,1.5,1.4,2.56,NPK 23:23:0,"All plots have similar soil fertility status. The soil pH acidic for crops' growth. Nitrogen, phosphorus and calcium are deficient. Soil organic matter content should be improved. 
Maize: To raise soil pH and calcium content apply through broadcasting 300 kg/acre of agricultural lime 3-4 weeks before planting. At land preparation apply 2 tons/acre of well decomposed manure or compost. Mix well with the soil. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 80 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,5.04,0.15,25.0,0.18,1.44,1.2,3.04,NPK 23:23:0,"All plots have similar soil fertility status. The soil pH acidic for crops' growth. Nitrogen, phosphorus and calcium are deficient. Soil organic matter content should be improved. 
Maize: To raise soil pH and calcium content apply through broadcasting 300 kg/acre of agricultural lime 3-4 weeks before planting. At land preparation apply 2 tons/acre of well decomposed manure or compost. Mix well with the soil. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 80 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,5.0,0.11,25.0,0.12,1.2,0.8,3.0,NPK 17:17:17,"All plots have similar soil fertility status. The soil pH acidic for crops' growth. Nitrogen, phosphorus, potassium and calcium are deficient. Soil organic matter content should be improved. 
Maize: To raise soil pH and calcium content apply through broadcasting 300 kg/acre of agricultural lime 3-4 weeks before planting. At land preparation apply 2-4 tons/acre of well decomposed manure or compost. Mix well with the soil. At planting time apply 120 kg/acre of compound fertilizer N:P:K 17:17:17. When maize is about a knee high, top dress with 80 kg/acre of calcium ammonium nitrate (CAN). "
