county,crop,soil_pH,nitrogen,organic_carbon,phosphorus,potassium,fertilizer_Recommendation,target_fertilizer
Trans Nzoia,Maize,5.34,0.1,0.88,20.0,0.76,"All fields have similar soil fertility status. The soil reaction (pH) is satisfactory for crops' growth. Nitrogen and phosphorus are deficient. Soil organic matter content is low. 
Maize: At land preparation apply 4 tons/acre of well decomposed manure or compost. Mix well with the soil. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high top dress with 80 kg/acre of calcium ammonium nitrate (CAN). ",NPK 23:23:0
Trans Nzoia,Maize,5.23,0.12,1.09,15.0,0.88,"All fields have similar soil fertility status. The soil reaction (pH) is satisfactory for crops' growth. Nitrogen and phosphorus are deficient. Soil organic matter content is low. 
Maize: At land preparation apply 4 tons/acre of well decomposed manure or compost. Mix well with the soil. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high top dress with 80 kg/acre of calcium ammonium nitrate (CAN). ",NPK 23:23:0
Trans Nzoia,Maize,5.2,0.1,0.88,20.0,0.84,"All fields have similar soil fertility status. The soil reaction (pH) is satisfactory for crops' growth. Nitrogen and phosphorus are deficient. Soil organic matter content is low. 
Maize: At land preparation apply 4 tons/acre of well decomposed manure or compost. Mix well with the soil. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high top dress with 80 kg/acre of calcium ammonium nitrate (CAN). ",NPK 23:23:0
Trans Nzoia,Maize,5.72,0.13,1.17,25.0,0.92,"All fields have similar soil fertility status. The soil reaction (pH) is satisfactory for crops' growth. Nitrogen and phosphorus are deficient. Soil organic matter content is low. 
Maize: At land preparation apply 4 tons/acre of well decomposed manure or compost. Mix well with the soil. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high top dress with 80 kg/acre of calcium ammonium nitrate (CAN). ",NPK 23:23:0
Trans Nzoia,Maize,5.83,0.11,0.98,15.0,0.8,"All fields have similar soil fertility status. The soil reaction (pH) is satisfactory for crops' growth. Nitrogen and phosphorus are deficient. Soil organic matter content is low. 
Maize: At land preparation apply 4 tons/acre of well decomposed manure or compost. Mix well with the soil. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high top dress with 80 kg/acre of calcium ammonium nitrate (CAN). ",NPK 23:23:0
Trans Nzoia,Maize,5.59,0.11,0.95,25.0,0.96,"All fields have similar soil fertility status. The soil reaction (pH) is satisfactory for crops' growth. Nitrogen and phosphorus are deficient. Soil organic matter content is low. 
Maize: At land preparation apply 4 tons/acre of well decomposed manure or compost. Mix well with the soil. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high top dress with 80 kg/acre of calcium ammonium nitrate (CAN). ",NPK 23:23:0
Trans Nzoia,Maize,5.65,0.12,1.13,15.0,0.86,"All fields have similar soil fertility status. The soil reaction (pH) is satisfactory for crops' growth. Nitrogen and phosphorus are deficient. Soil organic matter content is low. 
Maize: At land preparation apply 4 tons/acre of well decomposed manure or compost. Mix well with the soil. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high top dress with 80 kg/acre of calcium ammonium nitrate (CAN). ",NPK 23:23:0
Trans Nzoia,Maize,5.5,0.11,0.93,15.0,0.82,"All fields have similar soil fertility status. The soil reaction (pH) is satisfactory for crops' growth. Nitrogen and phosphorus are deficient. Soil organic matter content is low. 
Maize: At land preparation apply 4 tons/acre of well decomposed manure or compost. Mix well with the soil. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high top dress with 80 kg/acre of calcium ammonium nitrate (CAN). ",NPK 23:23:0
Trans Nzoia,Maize,5.45,0.12,1.09,10.0,0.98,"All fields have similar soil fertility status. The soil reaction (pH) is satisfactory for crops' growth. Nitrogen and phosphorus are deficient. Soil organic matter content is low. 
Maize: At land preparation apply 4 tons/acre of well decomposed manure or compost. Mix well with the soil. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high top dress with 80 kg/acre of calcium ammonium nitrate (CAN). ",NPK 23:23:0
Trans Nzoia,Maize,5.83,0.09,0.72,10.0,0.74,"All fields have similar soil fertility status. The soil reaction (pH) is satisfactory for crops' growth. Nitrogen and phosphorus are deficient. Soil organic matter content is low. 
Maize: At land preparation apply 4 tons/acre of well decomposed manure or compost. Mix well with the soil. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high top dress with 80 kg/acre of calcium ammonium nitrate (CAN). ",NPK 23:23:0
Bungoma,Banana,5.94,0.15,1.6,40.0,1.08,"The soil reaction (pH) is satisfactory for trees' growth. Nitrogen and zinc are deficient. Soil organic matter content should be improved. 
Banana: At the beginning of rains apply 50 gm per tree of compound fertilizer N:P:K 23:23:0. The fertilizer quantity should be split and applied one or two weeks after the onset of the rains. Manure or compost should be applied 1 bucket of 10 kg per tree per year. All nutrient materials should be worked lightly with a fork jembe into the soil under a tree canopy. To correct zinc deficiency spray growing trees with a foliar feed containing zinc. 
Coffee: Coffee grows best on fertile soils with pH of 5.3-6.0. An application of well decomposed manure or compost is recommended at the rate of 10 kg per tree per year. Also apply 50 gm/tree of DAP in 3-4 equal applications per year. All nutrient material should be worked lightly with a fork jembe into the soil under a tree canopy. To correct zinc deficiency spray growing trees with a foliar feed containing zinc.",NPK 23:23:0
Trans Nzoia,Macadamia,5.24,0.16,1.66,15.0,0.4,"The soil reaction (pH) is satisfactory for plants' growth. Nitrogen, phosphorus and zinc are deficient. Soil organic matter content should be improved. 
Macadamia: At transplanting time apply a bucket of 10 kg of well decomposed manure or compost mixed well with a teaspoonful of zinc sulphate, 100 gm of compound fertilizer N:P:K 23:23:0 and top soil per planting hole. Top dress with 100 gm per tree of calcium ammonium nitrate (CAN). The fertilizer quantity should be split and applied one or two weeks after the onset of the rains. To determine the right amount of fertilizers the soil should be tested annually. 
Chilli: At land preparation apply 2 tons/acre of well decomposed manure or compost. Mix well with the soil. At planting apply 100 kg/acre of N:P:K 23:23:0. When plants are 15 cm high top dress with 50 kg/acre of CAN. Four weeks later apply 100 kg/acre of CAN.",NPK 23:23:0
Trans Nzoia,Strawberry,4.79,0.14,1.48,10.0,0.34,"The soil pH is acidic for crops' growth. Hence, acidifying fertilizer like DAP should be avoided. Nitrogen, phosphorus and zinc are deficient. Potassium is at deficiency threshold level. Soil organic matter content should be improved. 
Strawberry: To raise the soil pH apply 250 kg/acre of agricultural lime 4 weeks before planting. At land preparation apply through broadcasting 2 tons/acre of well decomposed manure or compost. Mix well with the soil. At planting time apply 140 kg/acre of compound fertilizer N:P:K 17:17:17. At flowering time top dress with 60 kg/acre of calcium ammonium nitrate (CAN). Mulching is recommended to reduce weeds, conserve moisture and keep the fruits clean. ",NPK 17:17:17
Bungoma,Melons,4.81,0.1,0.8,20.0,0.2,"Both fields have similar soil fertility status. The soil pH is acidic for crops' growth. Nitrogen, phosphorus, potassium, magnesium and zinc are deficient. Soil organic matter content is low. To raise the soil pH and magnesium content apply 300 kg/acre of dolmax or magmax 4 weeks before planting. At land preparation apply 5 tons/acre of well decomposed manure or compost. Mix well with the soil. 
Melons: At planting time apply 120 kg/acre of compound fertilizer N:P:K 17:17:17. After thinning the crop should be top dressed with 60 kg/acre of calcium ammonium nitrate (CAN) followed by 120 kg/acre of CAN prior to flowering. 
Onion: At planting time apply along the drill line 120 kg/acre of N:P:K 17:17:17. Mix well with the soil. One month after planting top dress with 80 kg/acre of CAN. 
Sukuma wiki: At planting time apply 120 kg/acre of N:P:K 17:17:17. Top dress with 50 kg/acre of CAN when plants are 20 cm high followed by 50 kg/acre of CAN after every 3 weeks.",NPK 17:17:17
Bungoma,Melons,4.67,0.11,1.01,10.0,0.58,"Both fields have similar soil fertility status. The soil pH is acidic for crops' growth. Nitrogen, phosphorus, potassium, magnesium and zinc are deficient. Soil organic matter content is low. To raise the soil pH and magnesium content apply 300 kg/acre of dolmax or magmax 4 weeks before planting. At land preparation apply 5 tons/acre of well decomposed manure or compost. Mix well with the soil. 
Melons: At planting time apply 120 kg/acre of compound fertilizer N:P:K 17:17:17. After thinning the crop should be top dressed with 60 kg/acre of calcium ammonium nitrate (CAN) followed by 120 kg/acre of CAN prior to flowering. 
Onion: At planting time apply along the drill line 120 kg/acre of N:P:K 17:17:17. Mix well with the soil. One month after planting top dress with 80 kg/acre of CAN. 
Sukuma wiki: At planting time apply 120 kg/acre of N:P:K 17:17:17. Top dress with 50 kg/acre of CAN when plants are 20 cm high followed by 50 kg/acre of CAN after every 3 weeks.",NPK 17:17:17
Trans Nzoia,Grass,6.4,0.41,4.18,60.0,1.28,"The soil reaction (pH) is satisfactory for plants growth. Soil organic matter content is sufficient. Lawn 
Grass: Apply 1 ton/acre of well decomposed manure or compost in order to maintain adequate level of organic matter. 
Legumes: Before planting apply by incorporation into the soil along the ridges 1 ton/acre of well decomposed manure or compost.",Manure / Compost
Trans Nzoia,Maize,5.58,0.37,3.73,30.0,1.0,"The sub soil reaction (pH) is acidic for crops' growth. Hence, acidifying fertilizer like DAP should be avoided. Nitrogen, phosphorus and zinc are deficient. Soil organic matter content should be improved. At land preparation apply through broadcasting 1-2 tons/acre of well decomposed manure or compost. Mix well with the soil. 
Maize: At planting time apply 80 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high top dress with 50 kg/acre of calcium ammonium nitrate (CAN). 
Oats: At planting time apply 80 kg/acre of N:P:K 23:23:0. Three weeks after sowing top dress with 50 kg/acre of CAN. 
Horticultural crops: At transplanting time apply 80 kg/acre of N:P:K 23:23:0. Mix well with the soil. Top dress with 50 kg/acre of CAN when plants are 20-25 cm high followed by 50 kg/acre of CAN 3-4 weeks later.      ",NPK 23:23:0
Trans Nzoia,Maize,4.78,0.13,1.4,25.0,0.42,"The sub soil reaction (pH) is acidic for crops' growth. Hence, acidifying fertilizer like DAP should be avoided. Nitrogen, phosphorus and zinc are deficient. Soil organic matter content should be improved. At land preparation apply through broadcasting 1-2 tons/acre of well decomposed manure or compost. Mix well with the soil. 
Maize: At planting time apply 80 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high top dress with 50 kg/acre of calcium ammonium nitrate (CAN). 
Oats: At planting time apply 80 kg/acre of N:P:K 23:23:0. Three weeks after sowing top dress with 50 kg/acre of CAN. 
Horticultural crops: At transplanting time apply 80 kg/acre of N:P:K 23:23:0. Mix well with the soil. Top dress with 50 kg/acre of CAN when plants are 20-25 cm high followed by 50 kg/acre of CAN 3-4 weeks later.      ",NPK 23:23:0
Trans Nzoia,Maize,4.91,0.13,1.35,30.0,0.3,"The soil pH is acidic for crops' growth. Hence, acidifying fertilizer like DAP should be avoided. Nitrogen, calcium, magnesium and zinc are deficient. Phosphorus is at deficiency threshold level. Soil organic matter content should be improved. To raise the soil pH, calcium and magnesium content apply 300 kg/acre of dolmax or magmax 4 weeks before planting. At land preparation apply through broadcasting 2 tons/acre of well decomposed manure or compost. Mix well with the soil. 
Maize: At planting time apply 80 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high top dress with 80 kg/acre of calcium ammonium nitrate (CAN). 
Oats: At planting time apply 80 kg/acre of N:P:K 23:23:0. Three weeks after sowing top dress with 60 kg/acre of CAN.  ",NPK 23:23:0
Trans Nzoia,Mulberry,5.12,0.13,1.39,15.0,0.38,"The soil pH is acidic for trees' growth. Hence, acidifying fertilizer like DAP should be avoided. Nitrogen, phosphorus, calcium, magnesium and zinc are deficient. Soil organic matter content should be improved. 
Mulberry/ 
Fruit trees: At transplanting time apply 10 kg of well decomposed manure or compost mixed well with 100 gm of dolmax or magmax, 100 gm of N:P:K 23:23:0 and top soil per planting hole. Top dress with 100 gm per tree of calcium ammonium nitrate (CAN) in split applications 1-2 weeks after the onset of the rains. To determine the right amount of fertilizers the soil should be tested annually.",NPK 23:23:0
